Value of N  	 True Value of arctanx 	  Approximate value of arctanx 	  Difference
1.00 		 0.7853981634 		 0.6666666667 		 0.1187314967
2.00 		 0.7853981634 		 0.8666666667 		 0.0812685033
3.00 		 0.7853981634 		 0.7238095238 		 0.0615886396
4.00 		 0.7853981634 		 0.8349206349 		 0.0495224715
5.00 		 0.7853981634 		 0.7440115440 		 0.0413866194
6.00 		 0.7853981634 		 0.8209346209 		 0.0355364575
7.00 		 0.7853981634 		 0.7542679543 		 0.0311302091
8.00 		 0.7853981634 		 0.8130914837 		 0.0276933203
9.00 		 0.7853981634 		 0.7604599047 		 0.0249382587
10.00 		 0.7853981634 		 0.8080789524 		 0.0226807890
11.00 		 0.7853981634 		 0.7646006915 		 0.0207974719
12.00 		 0.7853981634 		 0.8046006915 		 0.0192025281
13.00 		 0.7853981634 		 0.7675636544 		 0.0178345090
14.00 		 0.7853981634 		 0.8020464131 		 0.0166482497
15.00 		 0.7853981634 		 0.7697883485 		 0.0156098148
16.00 		 0.7853981634 		 0.8000913789 		 0.0146932155
17.00 		 0.7853981634 		 0.7715199503 		 0.0138782131
18.00 		 0.7853981634 		 0.7985469773 		 0.0131488139
19.00 		 0.7853981634 		 0.7729059517 		 0.0124922117
20.00 		 0.7853981634 		 0.7972961956 		 0.0118980322
21.00 		 0.7853981634 		 0.7740403816 		 0.0113577818
22.00 		 0.7853981634 		 0.7962626038 		 0.0108644404
23.00 		 0.7853981634 		 0.7749860081 		 0.0104121553
24.00 		 0.7853981634 		 0.7953941714 		 0.0099960080
25.00 		 0.7853981634 		 0.7757863282 		 0.0096118352
26.00 		 0.7853981634 		 0.7946542527 		 0.0092560894
27.00 		 0.7853981634 		 0.7764724346 		 0.0089257288
28.00 		 0.7853981634 		 0.7940162942 		 0.0086181308
29.00 		 0.7853981634 		 0.7770671417 		 0.0083310217
30.00 		 0.7853981634 		 0.7934605843 		 0.0080624209
31.00 		 0.7853981634 		 0.7775875684 		 0.0078105950
32.00 		 0.7853981634 		 0.7929721838 		 0.0075740204
33.00 		 0.7853981634 		 0.7780468107 		 0.0073513527
34.00 		 0.7853981634 		 0.7925395643 		 0.0071414009
35.00 		 0.7853981634 		 0.7784550573 		 0.0069431061
36.00 		 0.7853981634 		 0.7921536874 		 0.0067555240
37.00 		 0.7853981634 		 0.7788203541 		 0.0065778093
38.00 		 0.7853981634 		 0.7918073670 		 0.0064092036
39.00 		 0.7853981634 		 0.7791491392 		 0.0062490242
40.00 		 0.7853981634 		 0.7914948182 		 0.0060966548
41.00 		 0.7853981634 		 0.7794466254 		 0.0059515380
42.00 		 0.7853981634 		 0.7912113313 		 0.0058131679
43.00 		 0.7853981634 		 0.7797170784 		 0.0056810849
44.00 		 0.7853981634 		 0.7909530335 		 0.0055548701
45.00 		 0.7853981634 		 0.7799640225 		 0.0054341409
46.00 		 0.7853981634 		 0.7907167107 		 0.0053185473
47.00 		 0.7853981634 		 0.7801903949 		 0.0052077685
48.00 		 0.7853981634 		 0.7904996732 		 0.0051015099
49.00 		 0.7853981634 		 0.7803986631 		 0.0049995002
50.00 		 0.7853981634 		 0.7902996532 		 0.0049014898
51.00 		 0.7853981634 		 0.7805909154 		 0.0048072480
52.00 		 0.7853981634 		 0.7901147249 		 0.0047165615
53.00 		 0.7853981634 		 0.7807689305 		 0.0046292329
54.00 		 0.7853981634 		 0.7899432424 		 0.0045450790
55.00 		 0.7853981634 		 0.7809342334 		 0.0044639300
56.00 		 0.7853981634 		 0.7897837910 		 0.0043856276
57.00 		 0.7853981634 		 0.7810881388 		 0.0043100246
58.00 		 0.7853981634 		 0.7896351473 		 0.0042369839
59.00 		 0.7853981634 		 0.7812317860 		 0.0041663774
60.00 		 0.7853981634 		 0.7894962488 		 0.0040980854
61.00 		 0.7853981634 		 0.7813661675 		 0.0040319959
62.00 		 0.7853981634 		 0.7893661675 		 0.0039680041
63.00 		 0.7853981634 		 0.7814921517 		 0.0039060117
64.00 		 0.7853981634 		 0.7892440897 		 0.0038459263
65.00 		 0.7853981634 		 0.7816105019 		 0.0037876615
66.00 		 0.7853981634 		 0.7891292989 		 0.0037311355
67.00 		 0.7853981634 		 0.7817218915 		 0.0036762719
68.00 		 0.7853981634 		 0.7890211616 		 0.0036229982
69.00 		 0.7853981634 		 0.7818269170 		 0.0035712464
70.00 		 0.7853981634 		 0.7889191156 		 0.0035209522
71.00 		 0.7853981634 		 0.7819261086 		 0.0034720548
72.00 		 0.7853981634 		 0.7888226603 		 0.0034244969
73.00 		 0.7853981634 		 0.7820199392 		 0.0033782242
74.00 		 0.7853981634 		 0.7887313486 		 0.0033331852
75.00 		 0.7853981634 		 0.7821088321 		 0.0032893313
76.00 		 0.7853981634 		 0.7886447798 		 0.0032466164
77.00 		 0.7853981634 		 0.7821931669 		 0.0032049965
78.00 		 0.7853981634 		 0.7885625936 		 0.0031644302
79.00 		 0.7853981634 		 0.7822732854 		 0.0031248780
80.00 		 0.7853981634 		 0.7884844656 		 0.0030863022
81.00 		 0.7853981634 		 0.7823494962 		 0.0030486672
82.00 		 0.7853981634 		 0.7884101023 		 0.0030119389
83.00 		 0.7853981634 		 0.7824220784 		 0.0029760850
84.00 		 0.7853981634 		 0.7883392381 		 0.0029410747
85.00 		 0.7853981634 		 0.7824912849 		 0.0029068785
86.00 		 0.7853981634 		 0.7882716317 		 0.0028734683
87.00 		 0.7853981634 		 0.7825573460 		 0.0028408174
