Value of x = 1.500000000000 

 Value of h  		 Second Derivative 		 Error in second derivative
0.000000541821917 	|	 15.683828072950092 	|	 0.000004249856331
0.000000596004109 	|	 15.684728200823882 	|	 0.000004673973504
0.000000655604519 	|	 15.686112695028289 	|	 0.000005141090356
0.000000721164971 	|	 15.685924839640986 	|	 0.000005655155358
0.000000793281468 	|	 15.686136547440348 	|	 0.000006222469763
0.000000872609615 	|	 15.686206533489722 	|	 0.000006842742471
0.000000959870577 	|	 15.686129413876079 	|	 0.000007527749907
0.000001055857635 	|	 15.686033811049251 	|	 0.000008280616255
0.000001161443398 	|	 15.685579500095335 	|	 0.000009108272174
0.000001277587738 	|	 15.686216155761972 	|	 0.000010020721583
0.000001405346512 	|	 15.685914849484758 	|	 0.000011022440932
0.000001545881163 	|	 15.685989181858558 	|	 0.000012124073671
0.000001700469279 	|	 15.685666665360648 	|	 0.000013336363793
0.000001870516207 	|	 15.685902745914012 	|	 0.000014670020630
0.000002057567828 	|	 15.685835612014539 	|	 0.000016136901995
0.000002263324610 	|	 15.685960447778022 	|	 0.000017751600888
0.000002489657071 	|	 15.686003435299881 	|	 0.000019526632717
0.000002738622778 	|	 15.685945408066514 	|	 0.000021479272807
0.000003012485056 	|	 15.685948344172095 	|	 0.000023626803057
0.000003313733562 	|	 15.685921652303145 	|	 0.000025989724512
0.000003645106918 	|	 15.685901598306938 	|	 0.000028588368184
0.000004009617610 	|	 15.685871213464198 	|	 0.000031447202066
0.000004410579371 	|	 15.685929654634295 	|	 0.000034591866980
0.000004851637308 	|	 15.685914938688827 	|	 0.000038051408458
0.000005336801039 	|	 15.685906830729889 	|	 0.000041856438758
0.000005870481143 	|	 15.685910954294505 	|	 0.000046042079053
0.000006457529257 	|	 15.685903499503091 	|	 0.000050646405378
0.000007103282183 	|	 15.685902091278029 	|	 0.000055710809355
0.000007813610401 	|	 15.685925076769704 	|	 0.000061281979962
0.000008594971441 	|	 15.685908845775993 	|	 0.000067410173076
0.000009454468585 	|	 15.685916496749456 	|	 0.000074151248445
0.000010399915444 	|	 15.685908038551890 	|	 0.000081566454153
0.000011439906988 	|	 15.685908242151283 	|	 0.000089723197049
0.000012583897687 	|	 15.685914411829939 	|	 0.000098695424795
0.000013842287456 	|	 15.685909683751627 	|	 0.000108565113747
0.000015226516201 	|	 15.685911216105639 	|	 0.000119421592289
0.000016749167821 	|	 15.685910202979013 	|	 0.000131363853161
0.000018424084603 	|	 15.685910830950055 	|	 0.000144500387461
0.000020266493064 	|	 15.685912301405670 	|	 0.000158950632165
0.000022293142370 	|	 15.685911943978439 	|	 0.000174845840660
0.000024522456607 	|	 15.685912505227805 	|	 0.000192330594164
0.000026974702268 	|	 15.685911553130138 	|	 0.000211563894438
0.000029672172495 	|	 15.685911916295169 	|	 0.000232720533415
0.000032639389744 	|	 15.685911524450436 	|	 0.000255992900297
0.000035903328718 	|	 15.685911937861441 	|	 0.000281592531844
0.000039493661590 	|	 15.685912085914966 	|	 0.000309752277199
0.000043443027749 	|	 15.685911855316652 	|	 0.000340728080362
0.000047787330524 	|	 15.685911754194096 	|	 0.000374801611786
0.000052566063577 	|	 15.685911760622735 	|	 0.000412282609592
0.000057822669934 	|	 15.685911728745163 	|	 0.000453511868142
0.000063604936928 	|	 15.685911889011173 	|	 0.000498864301469
0.000069965430620 	|	 15.685911696684704 	|	 0.000548752232982
0.000076961973682 	|	 15.685911720676774 	|	 0.000603629268606
0.000084658171051 	|	 15.685911785118297 	|	 0.000663994391534
0.000093123988156 	|	 15.685911786142478 	|	 0.000730396487623
0.000102436386971 	|	 15.685911742974479 	|	 0.000803439345616
0.000112680025669 	|	 15.685911720589516 	|	 0.000883787148162
0.000123948028235 	|	 15.685911806151863 	|	 0.000972170555962
0.000136342831059 	|	 15.685911765062054 	|	 0.001069393300565
0.000149977114165 	|	 15.685911795861635 	|	 0.001176339501792
0.000164974825581 	|	 15.685911801083005 	|	 0.001293981760485
0.000181472308139 	|	 15.685911810522471 	|	 0.001423390010132
0.000199619538953 	|	 15.685911838383943 	|	 0.001565741180528
0.000219581492849 	|	 15.685911851278510 	|	 0.001722330038471
0.000241539642134 	|	 15.685911861630700 	|	 0.001894580869565
0.000265693606347 	|	 15.685911902898550 	|	 0.002084060536050
0.000292262966982 	|	 15.685911929933521 	|	 0.002292492694803
0.000321489263680 	|	 15.685911956401329 	|	 0.002521773549419
0.000353638190048 	|	 15.685912006399549 	|	 0.002773989125875
0.000389002009053 	|	 15.685912055409357 	|	 0.003051434284915
0.000427902209958 	|	 15.685912121573931 	|	 0.003356633680272
0.000470692430954 	|	 15.685912201030431 	|	 0.003692364769112
0.000517761674049 	|	 15.685912297542334 	|	 0.004061683181326
0.000569537841454 	|	 15.685912413201207 	|	 0.004467950655176
0.000626491625599 	|	 15.685912552800893 	|	 0.004914865695393
0.000689140788159 	|	 15.685912720780802 	|	 0.005406497443304
0.000758054866975 	|	 15.685912927026534 	|	 0.005947322861245
0.000833860353673 	|	 15.685913173352777 	|	 0.006542267720903
0.000917246389040 	|	 15.685913473659229 	|	 0.007196751716498
0.001008971027944 	|	 15.685913837865389 	|	 0.007916738149878
0.001109868130738 	|	 15.685914276695616 	|	 0.008708788612804
0.001220854943812 	|	 15.685914807837571 	|	 0.009580123245011
0.001342940438193 	|	 15.685915450595054 	|	 0.010538687092252
0.001477234482012 	|	 15.685916228498433 	|	 0.011593223197670
0.001624957930214 	|	 15.685917170160103 	|	 0.012753353136173
0.001787453723235 	|	 15.685918308838689 	|	 0.014029665760170
0.001966199095559 	|	 15.685919687131431 	|	 0.015433815006717
0.002162819005114 	|	 15.685921354940211 	|	 0.016978627701642
0.002379100905626 	|	 15.685923372665789 	|	 0.018678222436103
0.002617010996188 	|	 15.685925814375345 	|	 0.020548140646773
0.002878712095807 	|	 15.685928768599680 	|	 0.022605491218924
0.003166583305388 	|	 15.685932343239639 	|	 0.024869110029981
0.003483241635927 	|	 15.685936668613268 	|	 0.027359736044453
0.003831565799520 	|	 15.685941902346022 	|	 0.030100205725541
0.004214722379471 	|	 15.685948235125739 	|	 0.033115667767663
0.004636194617419 	|	 15.685955897833075 	|	 0.036433820342375
0.005099814079160 	|	 15.685965169696505 	|	 0.040085173348374
0.005609795487077 	|	 15.685976388618434 	|	 0.044103338430406
0.006170775035784 	|	 15.685989963584465 	|	 0.048525349870238
0.006787852539363 	|	 15.686006389269911 	|	 0.053392019839427
0.007466637793299 	|	 15.686026264373043 	|	 0.058748331930254
0.008213301572629 	|	 15.686050313256819 	|	 0.064643877378386
0.009034631729892 	|	 15.686079412450484 	|	 0.071133338965206
0.009938094902881 	|	 15.686114622524602 	|	 0.078277028226693
0.010931904393169 	|	 15.686157226785305 	|	 0.086141482360971
0.012025094832486 	|	 15.686208778046346 	|	 0.094800128081829
0.013227604315734 	|	 15.686271155235879 	|	 0.104334020672738
0.014550364747308 	|	 15.686346631860310 	|	 0.114832667666909
0.016005401222039 	|	 15.686437958918331 	|	 0.126394947927452
0.017605941344242 	|	 15.686548465150304 	|	 0.139130138493231
0.019366535478667 	|	 15.686682178412966 	|	 0.153159063415617
0.021303189026533 	|	 15.686843972517444 	|	 0.168615380993331
0.023433507929187 	|	 15.687039744935101 	|	 0.185647028393387
0.025776858722105 	|	 15.687276631826721 	|	 0.204417845693641
0.028354544594316 	|	 15.687563268285695 	|	 0.225109405005786
0.031189999053748 	|	 15.687910103263443 	|	 0.247923074648025
0.034308998959122 	|	 15.688329780703937 	|	 0.273082353490989
0.037739898855035 	|	 15.688837600827940 	|	 0.300835516784094
0.041513888740538 	|	 15.689452078435398 	|	 0.331458622202793
0.045665277614592 	|	 15.690195618680388 	|	 0.365258933845115
0.050231805376051 	|	 15.691095335084720 	|	 0.402578832788832
0.055254985913656 	|	 15.692184039822852 	|	 0.443800296069272
0.060780484505022 	|	 15.693501442673277 	|	 0.489350042107736
0.066858532955524 	|	 15.695095602784717 	|	 0.539705460448709
0.073544386251076 	|	 15.697024686836171 	|	 0.595401468064229
0.080898824876184 	|	 15.699359098630971 	|	 0.657038464636012
0.088988707363802 	|	 15.702184059165146 	|	 0.725291596649826
0.097887578100182 	|	 15.705602733281077 	|	 0.800921586779289
