1.000000 	 1.000000 	 0.126424
1.000000 	 2.000000 	 0.255317
1.000000 	 3.000000 	 0.387796
1.000000 	 4.000000 	 0.522500
1.000000 	 5.000000 	 0.655114
1.000000 	 6.000000 	 0.779112
1.000000 	 7.000000 	 0.887948
1.000000 	 8.000000 	 0.977556
1.000000 	 9.000000 	 1.046972
1.000000 	 10.000000 	 1.097460
1.000000 	 11.000000 	 1.131250
1.000000 	 12.000000 	 1.150516
1.000000 	 13.000000 	 1.156761
1.000000 	 14.000000 	 1.150516
1.000000 	 15.000000 	 1.131250
1.000000 	 16.000000 	 1.097460
1.000000 	 17.000000 	 1.046972
1.000000 	 18.000000 	 0.977556
1.000000 	 19.000000 	 0.887948
1.000000 	 20.000000 	 0.779112
1.000000 	 21.000000 	 0.655114
1.000000 	 22.000000 	 0.522500
1.000000 	 23.000000 	 0.387796
1.000000 	 24.000000 	 0.255317
1.000000 	 25.000000 	 0.126424
2.000000 	 1.000000 	 0.250380
2.000000 	 2.000000 	 0.507049
2.000000 	 3.000000 	 0.773366
2.000000 	 4.000000 	 1.047091
2.000000 	 5.000000 	 1.318842
2.000000 	 6.000000 	 1.573385
2.000000 	 7.000000 	 1.795125
2.000000 	 8.000000 	 1.975305
2.000000 	 9.000000 	 2.112871
2.000000 	 10.000000 	 2.211620
2.000000 	 11.000000 	 2.277024
2.000000 	 12.000000 	 2.314052
2.000000 	 13.000000 	 2.326013
2.000000 	 14.000000 	 2.314052
2.000000 	 15.000000 	 2.277024
2.000000 	 16.000000 	 2.211620
2.000000 	 17.000000 	 2.112871
2.000000 	 18.000000 	 1.975305
2.000000 	 19.000000 	 1.795125
2.000000 	 20.000000 	 1.573385
2.000000 	 21.000000 	 1.318842
2.000000 	 22.000000 	 1.047091
2.000000 	 23.000000 	 0.773366
2.000000 	 24.000000 	 0.507049
2.000000 	 25.000000 	 0.250380
3.000000 	 1.000000 	 0.368047
3.000000 	 2.000000 	 0.749133
3.000000 	 3.000000 	 1.151528
3.000000 	 4.000000 	 1.573655
3.000000 	 5.000000 	 1.999780
3.000000 	 6.000000 	 2.400461
3.000000 	 7.000000 	 2.743862
3.000000 	 8.000000 	 3.015667
3.000000 	 9.000000 	 3.217586
3.000000 	 10.000000 	 3.359124
3.000000 	 11.000000 	 3.451173
3.000000 	 12.000000 	 3.502657
3.000000 	 13.000000 	 3.519186
3.000000 	 14.000000 	 3.502657
3.000000 	 15.000000 	 3.451173
3.000000 	 16.000000 	 3.359124
3.000000 	 17.000000 	 3.217586
3.000000 	 18.000000 	 3.015667
3.000000 	 19.000000 	 2.743862
3.000000 	 20.000000 	 2.400461
3.000000 	 21.000000 	 1.999780
3.000000 	 22.000000 	 1.573655
3.000000 	 23.000000 	 1.151528
3.000000 	 24.000000 	 0.749133
3.000000 	 25.000000 	 0.368047
4.000000 	 1.000000 	 0.472674
4.000000 	 2.000000 	 0.969907
4.000000 	 3.000000 	 1.509960
4.000000 	 4.000000 	 2.096220
4.000000 	 5.000000 	 2.706164
4.000000 	 6.000000 	 3.284815
4.000000 	 7.000000 	 3.764196
4.000000 	 8.000000 	 4.125916
4.000000 	 9.000000 	 4.382683
4.000000 	 10.000000 	 4.556118
4.000000 	 11.000000 	 4.665887
4.000000 	 12.000000 	 4.726215
4.000000 	 13.000000 	 4.745419
4.000000 	 14.000000 	 4.726215
4.000000 	 15.000000 	 4.665887
4.000000 	 16.000000 	 4.556118
4.000000 	 17.000000 	 4.382683
4.000000 	 18.000000 	 4.125916
4.000000 	 19.000000 	 3.764196
4.000000 	 20.000000 	 3.284815
4.000000 	 21.000000 	 2.706164
4.000000 	 22.000000 	 2.096220
4.000000 	 23.000000 	 1.509960
4.000000 	 24.000000 	 0.969907
4.000000 	 25.000000 	 0.472674
5.000000 	 1.000000 	 0.552740
5.000000 	 2.000000 	 1.147863
5.000000 	 3.000000 	 1.822184
5.000000 	 4.000000 	 2.595100
5.000000 	 5.000000 	 3.443840
5.000000 	 6.000000 	 4.268441
5.000000 	 7.000000 	 4.902190
5.000000 	 8.000000 	 5.341119
5.000000 	 9.000000 	 5.631111
5.000000 	 10.000000 	 5.816778
5.000000 	 11.000000 	 5.930044
5.000000 	 12.000000 	 5.990896
5.000000 	 13.000000 	 6.010059
5.000000 	 14.000000 	 5.990896
5.000000 	 15.000000 	 5.930044
5.000000 	 16.000000 	 5.816778
5.000000 	 17.000000 	 5.631111
5.000000 	 18.000000 	 5.341119
5.000000 	 19.000000 	 4.902190
5.000000 	 20.000000 	 4.268441
5.000000 	 21.000000 	 3.443840
5.000000 	 22.000000 	 2.595100
5.000000 	 23.000000 	 1.822184
5.000000 	 24.000000 	 1.147863
5.000000 	 25.000000 	 0.552740
6.000000 	 1.000000 	 0.590425
6.000000 	 2.000000 	 1.246619
6.000000 	 3.000000 	 2.035813
6.000000 	 4.000000 	 3.018157
6.000000 	 5.000000 	 4.205655
6.000000 	 6.000000 	 5.442917
6.000000 	 7.000000 	 6.235004
6.000000 	 8.000000 	 6.705257
6.000000 	 9.000000 	 6.983865
6.000000 	 10.000000 	 7.149839
6.000000 	 11.000000 	 7.246614
6.000000 	 12.000000 	 7.297265
6.000000 	 13.000000 	 7.313027
6.000000 	 14.000000 	 7.297265
6.000000 	 15.000000 	 7.246614
6.000000 	 16.000000 	 7.149839
6.000000 	 17.000000 	 6.983865
6.000000 	 18.000000 	 6.705257
6.000000 	 19.000000 	 6.235004
6.000000 	 20.000000 	 5.442917
6.000000 	 21.000000 	 4.205655
6.000000 	 22.000000 	 3.018157
6.000000 	 23.000000 	 2.035813
6.000000 	 24.000000 	 1.246619
6.000000 	 25.000000 	 0.590425
7.000000 	 1.000000 	 0.562341
7.000000 	 2.000000 	 1.212377
7.000000 	 3.000000 	 2.056290
7.000000 	 4.000000 	 3.236062
7.000000 	 5.000000 	 4.917705
7.000000 	 6.000000 	 7.062569
7.000000 	 7.000000 	 7.889653
7.000000 	 8.000000 	 8.261040
7.000000 	 9.000000 	 8.449251
7.000000 	 10.000000 	 8.552100
7.000000 	 11.000000 	 8.609309
7.000000 	 12.000000 	 8.638523
7.000000 	 13.000000 	 8.647518
7.000000 	 14.000000 	 8.638523
7.000000 	 15.000000 	 8.609309
7.000000 	 16.000000 	 8.552100
7.000000 	 17.000000 	 8.449251
7.000000 	 18.000000 	 8.261040
7.000000 	 19.000000 	 7.889653
7.000000 	 20.000000 	 7.062569
7.000000 	 21.000000 	 4.917705
7.000000 	 22.000000 	 3.236062
7.000000 	 23.000000 	 2.056290
7.000000 	 24.000000 	 1.212377
7.000000 	 25.000000 	 0.562341
8.000000 	 1.000000 	 0.446561
8.000000 	 2.000000 	 0.984257
8.000000 	 3.000000 	 1.740909
8.000000 	 4.000000 	 2.952094
8.000000 	 5.000000 	 5.166536
8.000000 	 6.000000 	 10.000000
8.000000 	 7.000000 	 10.000000
8.000000 	 8.000000 	 10.000000
8.000000 	 9.000000 	 10.000000
8.000000 	 10.000000 	 10.000000
8.000000 	 11.000000 	 10.000000
8.000000 	 12.000000 	 10.000000
8.000000 	 13.000000 	 10.000000
8.000000 	 14.000000 	 10.000000
8.000000 	 15.000000 	 10.000000
8.000000 	 16.000000 	 10.000000
8.000000 	 17.000000 	 10.000000
8.000000 	 18.000000 	 10.000000
8.000000 	 19.000000 	 10.000000
8.000000 	 20.000000 	 10.000000
8.000000 	 21.000000 	 5.166536
8.000000 	 22.000000 	 2.952094
8.000000 	 23.000000 	 1.740909
8.000000 	 24.000000 	 0.984257
8.000000 	 25.000000 	 0.446561
9.000000 	 1.000000 	 0.239647
9.000000 	 2.000000 	 0.537182
9.000000 	 3.000000 	 0.970996
9.000000 	 4.000000 	 1.664869
9.000000 	 5.000000 	 2.796344
9.000000 	 6.000000 	 4.401451
9.000000 	 7.000000 	 4.835595
9.000000 	 8.000000 	 4.954003
9.000000 	 9.000000 	 4.986743
9.000000 	 10.000000 	 4.995997
9.000000 	 11.000000 	 4.998694
9.000000 	 12.000000 	 4.999492
9.000000 	 13.000000 	 4.999670
9.000000 	 14.000000 	 4.999492
9.000000 	 15.000000 	 4.998694
9.000000 	 16.000000 	 4.995997
9.000000 	 17.000000 	 4.986743
9.000000 	 18.000000 	 4.954003
9.000000 	 19.000000 	 4.835595
9.000000 	 20.000000 	 4.401451
9.000000 	 21.000000 	 2.796344
9.000000 	 22.000000 	 1.664869
9.000000 	 23.000000 	 0.970996
9.000000 	 24.000000 	 0.537182
9.000000 	 25.000000 	 0.239647
10.000000 	 1.000000 	 -0.025155
10.000000 	 2.000000 	 -0.046172
10.000000 	 3.000000 	 -0.058977
10.000000 	 4.000000 	 -0.059957
10.000000 	 5.000000 	 -0.047482
10.000000 	 6.000000 	 -0.026135
10.000000 	 7.000000 	 -0.013074
10.000000 	 8.000000 	 -0.006326
10.000000 	 9.000000 	 -0.003026
10.000000 	 10.000000 	 -0.001450
10.000000 	 11.000000 	 -0.000714
10.000000 	 12.000000 	 -0.000394
10.000000 	 13.000000 	 -0.000305
10.000000 	 14.000000 	 -0.000394
10.000000 	 15.000000 	 -0.000714
10.000000 	 16.000000 	 -0.001450
10.000000 	 17.000000 	 -0.003026
10.000000 	 18.000000 	 -0.006326
10.000000 	 19.000000 	 -0.013074
10.000000 	 20.000000 	 -0.026135
10.000000 	 21.000000 	 -0.047482
10.000000 	 22.000000 	 -0.059957
10.000000 	 23.000000 	 -0.058977
10.000000 	 24.000000 	 -0.046172
10.000000 	 25.000000 	 -0.025155
11.000000 	 1.000000 	 -0.294095
11.000000 	 2.000000 	 -0.637739
11.000000 	 3.000000 	 -1.100772
11.000000 	 4.000000 	 -1.798241
11.000000 	 5.000000 	 -2.900177
11.000000 	 6.000000 	 -4.445435
11.000000 	 7.000000 	 -4.855429
11.000000 	 8.000000 	 -4.963207
11.000000 	 9.000000 	 -4.991073
11.000000 	 10.000000 	 -4.998057
11.000000 	 11.000000 	 -4.999705
11.000000 	 12.000000 	 -5.000050
11.000000 	 13.000000 	 -5.000101
